"Key","Item Type","Publication Year","Author","title","Publication Title","ISBN","ISSN","DOI","Url","abstract","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U6CYXBVW","journalArticle","2021","Loganathan, P; Mahindrakar, AB","Statistical downscaling using principal component regression for climate change impact assessment at the Cauvery river basin","JOURNAL OF WATER AND CLIMATE CHANGE","","2040-2244","10.2166/wcc.2021.223","","Climate change impact studies are generally carried out with higher resolution general circulation model (GCM) outputs, which are usually for a global scale, and it is difficult to use the same for a regional scale. GCM simulations require downscaling to get a courser scale output for local climate impact studies. In this study, an improvised principal component regression (PCR) downscaling technique is adapted to downscale 26 Coupled Model Intercomparison Project Phase 5 (CMIP5) GCM historical outputs. A massive river basin named Cauvery with 35 observation stations is categorized into three subbasin to study the regional climate impacts. In this case, the PCR model performed remarkably well compared to other conventional machine learning models with half the computational time than usual. The test statistics state that the validation of the proposed model illustrates a variance in calibration results of the PCR model, which is ranged between 2 and 5%, and a variance in validation, which is less than 7% throughout the study area. Since it is desired to prioritize GCMs to choose the merely suitable models for a strategic climate study, the models were selected based on the PCR model performance. Furthermore, CCSM4, inmcm4, and EC-EARTH model's performance in recreating precipitation statistics over the study area are exceptional.","2021-09","2023-09-26 16:12:48","2023-09-26 16:12:48","","2314-2324","","6","12","","","","","","","","","","English","","","","WOS:000634683300001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;3<br/>Total Times Cited:&nbsp;&nbsp;3<br/>Cited Reference Count:&nbsp;&nbsp;38</p>","","","climate change; PRECIPITATION; PROJECTIONS; MODELS; ENSEMBLE; LINEAR-REGRESSION; performance evaluation; statistical downscaling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IFZVT3S","journalArticle","2021","Fitzgerald, M; Swan, P","Space Solar Power Enabled by Dual Space Access Architecture","NEW SPACE-THE JOURNAL OF SPACE ENTREPRENEURSHIP AND INNOVATION","","2168-0256","10.1089/space.2021.0003","","This article presents the concept that Space Elevators enable space solar power (SSP) architecture. An SSP constellation will significantly impact the climate change equation by slowing the increase in greenhouse gases across the globe. This article proposes that there is a dramatic need for permanent infrastructures that can move massive amounts of tonnage to Geosynchronous Orbit (GEO) in a routine, daily, safe, and an Earth friendly manner. It lays out the concept of a Dual Space Access Architecture where rockets and Space Elevators are both compatible and complementary.","2021-09-01","2023-09-26 16:12:48","2023-09-26 16:12:48","","151-155","","3","9","","","","","","","","","","English","","","","WOS:000691355500001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;10</p>","","","climate change; solar power; space elevators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3P9R98C","journalArticle","2021","Ebi, KL","Environmental health research needed to inform strategies, policies, and measures to manage the risks of anthropogenic climate change","ENVIRONMENTAL HEALTH","","1476-069X","10.1186/s12940-021-00792-1","","Anthropogenic climate change is affecting population health and wellbeing worldwide. The two main policy options to prepare for and manage these risks are adaptation and mitigation; significantly increased investments in each are urgently needed. However, medical research councils worldwide have provided minuscule amounts of funding for environmental health research to provide timely and useful insights on effectively protecting vulnerable populations and regions, for building climate-resilient health systems, and for promoting health system-related greenhouse gas emission reductions in a changing climate.","2021-10-01","2023-09-26 16:12:48","2023-09-26 16:12:48","","","","1","20","","","","","","","","","","English","","","","WOS:000702714600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;10</p>","","","TEMPERATURE; Climate change; Adaptation; Mitigation; Human health; TIME-SERIES ANALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3AQHNUP","journalArticle","2021","Hino, M; Burke, M","The effect of information about climate risk on property values","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","","0027-8424","10.1073/pnas.2003374118","","Floods and other climate hazards pose a widespread and growing threat to housing and infrastructure around the world. By reflecting climate risk in prices, markets can discourage excessive development in hazardous areas. However, the extent to which markets price these risks remains poorly understood. Here we measure the effect of information about flood risk contained in regulatory floodplain maps on residential property values in the United States. Using multiple empirical approaches and two decades of sales data covering the universe of homes in the United States, we find little evidence that housing markets fully price information about flood risk in aggregate. However, the price penalty is larger for commercial buyers and in markets where buyers are more risk aware, suggesting that policies to improve risk communication could influence market outcomes. Our findings indicate that houses in flood zones in the United States are currently overvalued by a total of $43.8 billion (95% confidence interval: $32.6 to $55.6 billion) based on the information in publicly available flood hazard maps alone, raising concerns about the stability of real estate markets as climate risks become more salient and severe.","2021-04-27","2023-09-26 16:12:48","2023-09-26 16:12:48","","","","17","118","","","","","","","","","","English","","","","WOS:000645031000014","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;12<br/>Total Times Cited:&nbsp;&nbsp;12<br/>Cited Reference Count:&nbsp;&nbsp;33</p>","","","climate change; DISASTER; flood risk; FLOOD; real estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H38CSAJM","journalArticle","2021","Stefanidis, S; Alexandridis, V; Chatzichristaki, C; Stefanidis, P","Assessing Soil Loss by Water Erosion in a Typical Mediterranean Ecosystem of Northern Greece under Current and Future Rainfall Erosivity","WATER","","2073-4441","10.3390/w13152002","","Soil is a non-renewable resource essential for life existence. During the last decades it has been threatened by accelerating erosion with negative consequences for the environment and the economy. The aim of the current study was to assess soil loss changes in a typical Mediterranean ecosystem of Northern Greece, under climate change. To this end, freely available geospatial data was collected and processed using open-source software package. The widespread RUSLE empirical erosion model was applied to estimate soil loss. Current and future rainfall erosivity were derived from a national scale study considering average weather conditions and RCMs outputs for the medium Representative Concentration Pathway scenario (RCP4.5). Results showed that average rainfall erosivity (R-Factor) was 508.85 MJ mm ha h(-1) y(-1) while the K-factor ranged from 0.0008 to 0.05 t ha h ha(-1) MJ(-1) mm(-1) and LS-factor reached 60.51. Respectively, C-factor ranged from 0.01 to 0.91 and P-factor ranged from 0.42 to 1. The estimated potential soil loss rates will remain stable for the near future period (2021-2050), while an increase of approximately 9% is expected by the end of the 21th century (2071-2100). The results suggest that appropriate erosion mitigation strategies should be applied to reduce erosion risk. Subsequently, appropriate mitigation measures per Land Use/Land Cover (LULC) categories are proposed. It is worth noting that the proposed methodology has a high degree of transferability as it is based on open-source data.","2021-08","2023-09-26 16:12:48","2023-09-26 16:12:48","","","","15","13","","","","","","","","","","English","","","","WOS:000682198200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;18<br/>Total Times Cited:&nbsp;&nbsp;18<br/>Cited Reference Count:&nbsp;&nbsp;116</p>","","","climate change; MODEL; SIMULATION; erosion; CHANGE IMPACTS; RATES; CLIMATE-CHANGE PROJECTIONS; ERODIBILITY; LANDSCAPE; LS-FACTOR; RUSLE; SEDIMENT TRANSPORT; soil loss","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZV32MZ6","journalArticle","2021","Sobie, SR; Zwiers, FW; Curry, CL","Climate Model Projections for Canada: A Comparison of CMIP5 and CMIP6","ATMOSPHERE-OCEAN","","0705-5900","10.1080/07055900.2021.2011103","","Recent studies have identified stronger warming in the latest generation of climate model simulations globally, and the same is true for projected changes in Canada. This study examines differences for Canada and six sub-regions between simulations from the latest Sixth Coupled Model Intercomparison Project (CMIP6) and its predecessor CMIP5. Ensembles from both experiments are assessed using a set of derived indices calculated from daily precipitation and temperature, with projections compared at fixed future time intervals and fixed levels of global temperature change. For changes calculated at fixed time intervals most temperature indices display higher projected changes in CMIP6 than CMIP5 for most sub-regions, while greater precipitation changes in CMIP6 occur mainly in extreme precipitation indices. When future projections are calculated at fixed levels of global average temperature increase, the size and spread of differences for future projected changes between CMIP6 and CMIP5 are substantially reduced for most indices. Temperature scaling behaviour, or the regional response to increasing global temperatures, is similar in both ensembles, with annual temperature anomalies for Canada and its sub-regions increasing at between 1.5 and 2.5 times the rate of increase globally, depending on the region. The CMIP6 ensemble projections exhibit modestly stronger scaling behaviour for temperature anomalies in northern Canada, as well as for certain indices of moderate and extreme events. Such temperature scaling differences persist even if anomalously warm CMIP6 global climate models are omitted. Comparing the mean and variance of future projections for Canada in CMIP5 and CMIP6 simulations from the same modelling centre suggests CMIP6 models are significantly warmer in Canada than CMIP5 models at the same level of forcing, with some evidence that internal temperature variability in CMIP6 is reduced compared with CMIP5.","2021-10-20","2023-09-26 16:12:47","2023-09-26 16:12:47","","269-284","","4-5","59","","","","","","","","","","English","","","","WOS:000731186500006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7<br/>Total Times Cited:&nbsp;&nbsp;7<br/>Cited Reference Count:&nbsp;&nbsp;27</p>","","","CMIP6; EXTREMES; PRECIPITATION; DAILY TEMPERATURE; Canada climate change; model ensembles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EHP6HV6","journalArticle","2021","Morshed, SR; Fattah, MA","Responses of spatiotemporal vegetative land cover to meteorological changes in Bangladesh","REMOTE SENSING APPLICATIONS-SOCIETY AND ENVIRONMENT","","2352-9385","10.1016/j.rsase.2021.100658","","Quantifying the response of vegetation cover change (VCC) to climatic variables is a gap that is mandatory for the conservation and rehabilitation of natural landscapes to ensure sustainability. Based on temperature and rainfall data, the Normalized Difference Vegetation Index (NDVI) dataset, and district statistical data, we investigated the spatiotemporal variations of temperature, rainfall, urban land, and VCC in all the urban and suburban areas of Bangladesh during 1990-2018. To quantify the impact of urbanization on VCC, two regression models were built between growing-season NDVI (GNDVI) and proportion of urban land (PUL). Linear regression, Pearson's correlation, and Spearman correlation analysis were carried out to identify the temporal correlation among the variables. Results show that the rainfall, temperature, GNDVI, and PUL varied greatly among the districts. The inter-annual GNDVI was found to be closely related to diverse climatic variables, while the inter-annual GNDVI was moderately sensitive to climatic changes. A significant correlation was found between the trend of GNDVI and GP, while a negative correlation between the GNDVI trend and GT, GNDVI and PUL change. The strong sensitivity of GNDVI change to GP was calculated in the precipitation range of 2200-3000 mm and GNDVI to GT change in the temperature range of 300-31 degrees C. Besides, urban expansion was found mostly responsible for VCC in the study area. Unplanned urban developments would persist and accelerate diverse environmental changes and unsustainability. The findings of the study warn us about the need for sustainable landscape management and ecological preservation.","2021-11","2023-09-26 16:12:47","2023-09-26 16:12:47","","","","","24","","","","","","","","","","English","","","","WOS:000719664700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7<br/>Total Times Cited:&nbsp;&nbsp;7<br/>Cited Reference Count:&nbsp;&nbsp;52</p>","","","Climate change; CLIMATE-CHANGE; IMPACTS; NDVI; WATER; CITY; Bangladesh; ECOLOGY; INTERPOLATION; RESERVOIR; Urban expansion; URBAN VEGETATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBIVU6Y6","journalArticle","2022","Hering, I; Le, DT; von Mikecz, A","HOW TO KEEP UP WITH THE ANALYSIS OF CLASSIC AND EMERGING NEUROTOXINS: AGE-RESOLVED FITNESS TESTS IN THE ANIMAL MODEL CAENORHABDITIS ELEGANS-A STEP-BY-STEP PROTOCOL","EXCLI JOURNAL","","1611-2156","10.17179/excli2021-4626","","The global chemical inventory includes neurotoxins that are mostly interrogated concerning the biological response in developing organisms. Effects of pollutants on adults receive less attention, although vulnerabilities can be expected throughout the entire life span in young, middle-aged and old individuals. We use the animal model Caenorhabditis elegans to systematically quantify neurological outcomes by application of an age-resolved method. Adult hermaphrodite worms were exposed to pollutants or non-chemical stressors such as temperature in liquid culture on microtiter plates and locomotion fitness was analyzed in a whole-life approach. Cultivation at 15, 20 or 25 degrees C showed that worms held at 15 degrees C displayed an enhanced level of fitness concerning swimming movements until middle age (11-days-old) and then a decline. In contrast, C. elegans cultivated at >= 20 degrees C continually reduced their swimming movements with increasing age. Here, we provide a step-by-step protocol to investigate the health span of adult C. elegans that may serve as a platform for automation and data collection. Consistent with this, more neurotoxins can be investigated with respect to vulnerable age-groups as well as contributing non chemical environmental factors such as temperature.","2022","2023-09-26 16:12:47","2023-09-26 16:12:47","","344-353","","","21","","","","","","","","","","English","","","","WOS:000749617800001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;28</p>","","","climate change; TEMPERATURE; pollution; Aging; C-ELEGANS; exposome; neurotoxicity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPH85C7K","journalArticle","2022","Celik, MA","A New Approach to Analyzing Ecological Problems: Planetary Boundaries","JOURNAL OF GEOGRAPHY-COGRAFYA DERGISI","","1302-7212","10.26650/JGEOG2022-1095760","","This research analyzes the planetary boundaries framework, which is a new approach to political ecology. Planetary boundaries examine environmental issues and climate change in a social context. Unlike radical ecology movements, this approach does not examine the current social, political, and economic structure against the ontology of green nature. The planetary boundaries uses the doughnut scheme and suggests that 11 social problems can be solved if nine ecological risks are brought within safe zones. This framework was first introduced in 2009 and further developed in 2015 and 2019. According to the planetary boundaries concept, not all ecosystems face the same level of risk, and environmental issues need to be categorized and analyzed quantitatively. For example, while the limit of carbon dioxide emissions had been 350 ppm, it has currently reached 412 ppm. The safe zone, also called the ecological ceiling, has been exceeded. Another category is biodiversity loss. While the limit for biodiversity loss had been 10%, it has currently reached over 16%. Recent studies have shown the ecological ceilings to have also been exceeded with regard to the nitrogen and phosphorus cycles, land cover changes, and deforestation. The global ecological ceilings for ozone depletion, ocean acidification, and freshwater consumption have not yet been exceeded, but the level of risk is increasing.","2022","2023-09-26 16:12:47","2023-09-26 16:12:47","","85-95","","45","","","","","","","","","","","English","","","","WOS:000961342500006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;59</p>","","","climate change; CLIMATE-CHANGE; IMPACTS; ANTHROPOCENE; Ecological crisis; planetary boundaries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JA2UNYI","journalArticle","2022","Anning, AK; Ofori-Yeboah, A; Baffour-Ata, F; Owusu, G","Climate change manifestations and adaptations in cocoa farms: Perspectives of smallholder farmers in the Adansi South District, Ghana","CURRENT RESEARCH IN ENVIRONMENTAL SUSTAINABILITY","","2666-0490","10.1016/j.crsust.2022.100196","","Climate change can have huge consequences for cocoa farming and the livelihoods of communities in tropical Africa, although evidence of such effects is scanty. This study evaluated the perceptions of smallholder cocoa farmers on climate change manifestations and adaptations in the Adansi South District, Ghana. The study involved a survey of 150 households and three focus group discussions from three communities in the district. The Mann-Kendall trend test was used to evaluate the rainfall and temperature trends for the period 1981-2019. The weighted average index (WAI) was used to determine the farmers' perception of climate change, its physical manifestation on their cocoa farms, and adaptation practices. While the district's temperature varied consider-ably from 1981 to 2019, only a marginal increase in annual rainfall was observed. The farmers correctly perceived the changes in climate (WAI = 2.07), evidenced by changes in rainfall patterns (1.76), frequent bushfires (1.68), and increasing intensity of the sun (1.65). Physical manifestations of these changes included increased dieback of cocoa trees (1.77), diseases and pest infestation (1.75), decreased yields (1.69), and stunted growth (1.65). Adaptation measures included early planting of cocoa seeds (1.87), intercropping (1.70), mulching (1.65), planting of drought-resistant varieties (1.64), and crop diversification (1.63). The adaptation measures were influenced by gender, age, education, and farming experience, among other socioeconomic factors. The findings suggest the need for relevant policies to educate cocoa farmers on the effects of climate change, highlighting the risks and benefits, and prioritizing key adaptation options for sustainable cocoa pro-duction in Ghana.","2022","2023-09-26 16:12:47","2023-09-26 16:12:47","","","","","4","","","","","","","","","","English","","","","WOS:000903672900001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;62</p>","","","SOIL; Climate change; IMPACT; FOREST; Adaptation; CONSERVATION; SYSTEMS; DIVERSIFICATION; Cocoa production; Ghana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SC4CXXTF","journalArticle","2021","Offner, S; Marlowe, J","Reconceptualising climate-induced displacement in the context of terminological uncertainty","ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS","","1747-7891","10.1080/17477891.2020.1867492","","The relationship between climate change and human mobility is generating increased public, academic and policy recognition. This linkage has captured the collective imagination, with forced mobility representing one of the most perceptible societal impacts of climate change and environmental hazards. Through in-depth interviews with subject-matter experts related to the Asia Pacific region, this paper explores the terminological uncertainty evident when conceptualising and addressing the issues associated with human mobility, climate change and the associated increased risk of environmental hazards. Shaped through the complexity of socio-ecological systems and often-intertwined causal drivers of migration, this uncertainty reveals a major policy gap in the nexus between human mobility and climate change on multiple scales. The findings from this study explore the ways in which these terms act to conceal global accountabilities and draw boundaries around 'acceptable' forms of mobility. By evoking value-based framings with particular emphasis on equality, justice and responsibility - this paper forwards alternative ideas and subjugated narratives to position how such values are posed as subjects of political and moral weight.","2021-10-20","2023-09-26 16:12:47","2023-09-26 16:12:47","","477-492","","5","20","","","","","","","","","","English","","","","WOS:000605377200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;42</p>","","","Climate change; policy; displacement; migrant; refugee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IE3YI8ZA","journalArticle","2021","Thalib, YA; Razali, RS; Mohamad, S; Zainuddin, R'; Rahmah, S; Abd Ghaffar, M; Nhan, HT; Liew, HJ","Environmental changes affecting physiological responses and growth of hybrid grouper - The interactive impact of low pH and temperature","ENVIRONMENTAL POLLUTION","","0269-7491","10.1016/j.envpol.2020.116375","","Rising of temperature in conjunction with acidification due to the anthropogenic climates has tremendously affected all aquatic life. Small changes in the surrounding environment could lead to physiological constraint in the individual. Therefore, this study was designed to investigate the effects of warm water temperature (32 degrees C) and low pH (pH 6) on physiological responses and growth of hybrid grouper (Epinephelus fuscoguttatus female x Epinephelus lanceolatus male) juveniles for 25 days. Growth performance was significantly affected under warm water temperature and low-pH conditions. Surprisingly, the positive effect on growth was observed under the interactive effects of warm water and low pH exposure. Hybrid grouper exposed to the interactive stressor of warm temperature and low pH exhibited higher living cost, where HSI content was greatly depleted to about 2.3-folds than in normal circumstances. Overall, challenge to warm temperature and low pH induced protein mobilization as an energy source followed by glycogen and lipid to support basal metabolic needs. (C) 2020 Elsevier Ltd. All rights reserved.","2021-02-15","2023-09-26 16:12:47","2023-09-26 16:12:47","","","","","271","","","","","","","","","","English","","","","WOS:000614114100079","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;3<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;144</p>","","","Climate change; Aquaculture; Acidification; AMMONIA EXCRETION; BASS DICENTRARCHUS-LABRAX; CARP CYPRINUS-CARPIO; COD GADUS-MORHUA; ELEVATED CARBON-DIOXIDE; EPINEPHELUS-FUSCOGUTTATUS; EUROPEAN SEA-BASS; MESSENGER-RNA EXPRESSION; Physiology; RAINBOW-TROUT; Stress; TROUT SALMO-GAIRDNERI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7IR952N","journalArticle","2022","Usta, DFB; Teymouri, M; Chatterjee, U; Koley, B","Temperature projections over Iran during the twenty-first century using CMIP5 models","MODELING EARTH SYSTEMS AND ENVIRONMENT","","2363-6203","10.1007/s40808-021-01115-6","","A 13-member ensemble from CMIP5 is used to analyze the Iran future climate in terms of surface air temperature (TAS), identifying when anomalies of 1.5 celcius, 2.0 celcius and 2.5 celcius would be achieved respect to the preindustrial period (1861-1900) using the time sampling method. The global warming targets (D1.5,D2.0,D2.5) are attained by the 2024, 2040 and 2056 under the RCP4.5 scenario, on the other hand, the respectively, attained years for Iran are 2023, 2036 and 2051, an evidence of a higher mean increase in surface air temperature respect to the global behavior. We identified important aspects regarding to temperature anomalies in the Iran region: (1) A mean warming of 1.0 celcius for the 2001-2010 decade respect to the preindustrial baseline. (2) A mean warming of 0.5 celcius for the 1960-2005 period respect to the preindustrial period. (3). For the 2006-2100 period under RCP4.5 scenario, was possible to identify a warming trend (0.028 degrees Cyear(-1)), which is above double the trend observed in the period 1960-2005 (0.012 degrees Cyear(-1)). 4) Largest trends over Iran occur for the 2006-2050 period (2.75 +/- 0.74 to 4.72 +/- 0.82 degrees C/century) respect to the 2006-2100 period (2.28 +/- 0.36 to 3.39 +/- 0.37 degrees C/century) with the most possible reason associated with the fact that under the RCP4.5 scenario, the emission rate increases toward 2040 and then stabilizes to the end of the century. All of these indicators evidence an intensification of the warming over the Iran region respect to the global trends. From the spatial analysis of surface air temperature trends over 5 regions of Iran for the 1850-2005, 1960-2005, 2006-2050 and 2006-2100 periods was possible to identify a significant increase in all the trends over Iran, but specially in the Southwestern of the country with a warming rate higher in warm regions than the cold climate regions. The present study reveled that further research should be development to explore renewable energy and create mitigation plans to minimize greenhouse gas emissions to overcome the increased risk of climate change effects.","2022-03","2023-09-26 16:12:47","2023-09-26 16:12:47","","749-760","","1","8","","","","","","","","","","English","","","","WOS:000616598200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7<br/>Total Times Cited:&nbsp;&nbsp;7<br/>Cited Reference Count:&nbsp;&nbsp;46</p>","","","RAINFALL; Climate change; PRECIPITATION; Iran; CMIP5; CLIMATE-CHANGE IMPACTS; WORLD; Surface temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72MMM9N9","journalArticle","2021","Reategui, A; Falcon, N","Epidemiological and clinical characteristics of dengue and zika infections during the El Nino Costero phenomenon in 2017 in Chincha, Peru","REVISTA DE INVESTIGACIONES VETERINARIAS DEL PERU","","1682-3419","10.15381/rivep.v32i2.20005","","The aim of this study was to determine the clinical and epidemiological characteristics of the confirmed cases of Zika and dengue, presented during the El Ni & ntilde;o Costero phenomenon, period January-June 2017 and that were treated at the Health Centre of the Pueblo Nuevo district, province of Chincha, in Ica, Peru. An observational, descriptive and retrospective study was designed that systematized demographic information, clinical signs and the time elapsed between the beginning of these and the investigation, notification and confirmation of the cases. In total, 130 confirmed positive cases for Zika and 44 for dengue were recovered. The greatest number of cases were reported between epidemiological weeks 12 and 15 and in women (76.9% of Zika and 63.6% of dengue). The greatest number of Zika and dengue cases occurred in the age group of 20-29 years (30.0 and 27%, respectively). The most frequent clinical signs in both cases were exanthema, headache, myalgia, ocular/retrocular pain and arthralgia/polyarthralgia. The relationship between the temporal behaviour of the cases and the interventions carried out show that the nebulization application had a greater effect, reducing the number of confirmed cases after the application. It is concluded that early recognition and notification of the presence of dengue and zika, as well as the use of nebulization for vector control have a direct impact on the number of new cases of these diseases in a non-endemic area.","2021","2023-09-26 16:12:47","2023-09-26 16:12:47","","","","2","32","","","","","","","","","","English","","","","WOS:000667468900003","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;26</p>","","","climate change; VIRUS; public health; metaxenics; zoonosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q74W4YT5","journalArticle","2021","Wilkinson, S; Jonsson, AZ","Student accommodation, environmental behaviour and lessons for property managers","PROPERTY MANAGEMENT","","0263-7472","10.1108/PM-09-2020-0055","","Purpose Despite awareness of climate change for over 3 decades, per capita energy and water consumption increase and environmental impacts grow. The built environment contributes around 40% of total global greenhouse gas (GHG) emissions; action is vital. Whilst building code standards have increased, rating tools and technology to reduce energy and water consumption are developed; environmental impact grows because of human behaviour. In the tertiary education sector, student accommodation constitutes a large part of the property portfolio, contributing significant amounts of GHG emissions and environmental impact. Property Managers can educate and install systems and technologies to improve behaviour if they understand it. Design/methodology/approach This exploratory study used a questionnaire survey to explore how student's worldviews vary and the possible limitations to behaviour in respect of climate change. In total, 71 responses from international university students living in residential accommodation on campuses in Stockholm were analysed. Findings The results show different perceptions about the environment and actions that are needed, and this leads to different behaviours. Limited knowledge and inability to relate environmental consequences to one's own actions, effective communication and risk averse behaviour, are critical in mitigating climate change. A deeper understanding of participants worldviews and the different resulting behaviours was achieved. Research limitations/implications This pilot study involved a small number of participants and future studies should expand participant numbers, including those with more varied backgrounds, education levels and age groups. Practical implications If property managers gain a deeper understanding the different behaviours of their residents, they can develop effective strategies to facilitate action that will lower the environment impact and GHG emissions of student accommodation. Originality/value The knowledge gained about environmental attitudes and human behaviour can help property and facility managers, policy makers and regulators to develop more effective strategies to deliver improved sustainability outcomes.","2021-04-28","2023-09-26 16:12:47","2023-09-26 16:12:47","","305-324","","3","39","","","","","","","","","","English","","","","WOS:000619595800001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;88</p>","","","Climate change; CLIMATE-CHANGE; RISK; IMPACTS; EFFICIENCY; Environment; Sustainability; BARRIERS; PERCEPTIONS; INTERVENTIONS; SUSTAINABILITY; PSYCHOLOGY; Action; Behaviour; OPTIMISM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
